state,regional_division,population,article_title,revision_id,article_quality
Louisiana,West South Central,4590241,"Athens, Louisiana",1166486386,C
Louisiana,West South Central,4590241,"Atlanta, Louisiana",1173106916,GA
Louisiana,West South Central,4590241,"Baker, Louisiana",1177325898,GA
Louisiana,West South Central,4590241,"Baldwin, Louisiana",1166014968,C
Louisiana,West South Central,4590241,"Ball, Louisiana",1167048471,C
Louisiana,West South Central,4590241,"Basile, Louisiana",1169639786,C
Louisiana,West South Central,4590241,"Baskin, Louisiana",1166534432,C
Louisiana,West South Central,4590241,"Bastrop, Louisiana",1174914242,C
Louisiana,West South Central,4590241,"Baton Rouge, Louisiana",1179567575,GA
Louisiana,West South Central,4590241,"Belcher, Louisiana",1166606342,C
Louisiana,West South Central,4590241,"Benton, Louisiana",1166015437,C
Louisiana,West South Central,4590241,"Bernice, Louisiana",1177011754,C
Louisiana,West South Central,4590241,"Berwick, Louisiana",1178569837,C
Louisiana,West South Central,4590241,"Bienville, Louisiana",1166609828,C
Louisiana,West South Central,4590241,"Blanchard, Louisiana",1167048545,C
Louisiana,West South Central,4590241,"Bogalusa, Louisiana",1178228162,GA
Louisiana,West South Central,4590241,"Bonita, Louisiana",1179203615,C
Louisiana,West South Central,4590241,"Bossier City, Louisiana",1177321532,B
Louisiana,West South Central,4590241,"Boyce, Louisiana",1175484005,C
Louisiana,West South Central,4590241,"Breaux Bridge, Louisiana",1169104333,C
Louisiana,West South Central,4590241,"Broussard, Louisiana",1177326818,C
Louisiana,West South Central,4590241,"Brusly, Louisiana",1169417949,Start
Louisiana,West South Central,4590241,"Bryceland, Louisiana",1166635802,Start
Louisiana,West South Central,4590241,"Bunkie, Louisiana",1177849466,C
Louisiana,West South Central,4590241,"Calvin, Louisiana",1173070975,Start
Louisiana,West South Central,4590241,"Campti, Louisiana",1166017129,C
Louisiana,West South Central,4590241,"Cankton, Louisiana",1166690157,C
Louisiana,West South Central,4590241,"Carencro, Louisiana",1177398020,C
Louisiana,West South Central,4590241,"Castor, Louisiana",1166692425,C
Louisiana,West South Central,4590241,"Central, Louisiana",1178444864,C
Louisiana,West South Central,4590241,"Chataignier, Louisiana",1172723538,C
Louisiana,West South Central,4590241,"Chatham, Louisiana",1166017698,Start
Louisiana,West South Central,4590241,"Cheneyville, Louisiana",1166017739,C
Louisiana,West South Central,4590241,"Choudrant, Louisiana",1175649536,C
Louisiana,West South Central,4590241,"Church Point, Louisiana",1171248327,C
Louisiana,West South Central,4590241,"Clarence, Louisiana",1166696149,Start
Louisiana,West South Central,4590241,"Clarks, Louisiana",1166696356,C
Louisiana,West South Central,4590241,"Clayton, Louisiana",1166018102,C
Louisiana,West South Central,4590241,"Clinton, Louisiana",1166018258,C
Louisiana,West South Central,4590241,"Colfax, Louisiana",1169505958,C
Louisiana,West South Central,4590241,"Collinston, Louisiana",1166756659,C
Louisiana,West South Central,4590241,"Columbia, Louisiana",1166018483,C
Louisiana,West South Central,4590241,"Converse, Louisiana",1166758086,Start
Louisiana,West South Central,4590241,"Cottonport, Louisiana",1169640608,C
Louisiana,West South Central,4590241,"Cotton Valley, Louisiana",1166018925,C
Louisiana,West South Central,4590241,"Coushatta, Louisiana",1174981645,C
Louisiana,West South Central,4590241,"Covington, Louisiana",1177293706,GA
Louisiana,West South Central,4590241,"Creola, Louisiana",1166819941,C
Louisiana,West South Central,4590241,"Crowley, Louisiana",1177440778,C
Louisiana,West South Central,4590241,"Cullen, Louisiana",1166066215,Start
Louisiana,West South Central,4590241,"Delcambre, Louisiana",1169479449,C
Louisiana,West South Central,4590241,"Delhi, Louisiana",1177535112,C
Louisiana,West South Central,4590241,"Delta, Louisiana",1166850638,C
Louisiana,West South Central,4590241,"Denham Springs, Louisiana",1177266615,GA
Louisiana,West South Central,4590241,"DeQuincy, Louisiana",1168034859,GA
Louisiana,West South Central,4590241,"DeRidder, Louisiana",1177581166,C
Louisiana,West South Central,4590241,"Dixie Inn, Louisiana",1166851918,GA
Louisiana,West South Central,4590241,"Dodson, Louisiana",1173070937,C
Louisiana,West South Central,4590241,"Donaldsonville, Louisiana",1177327390,C
Louisiana,West South Central,4590241,"Downsville, Louisiana",1166853912,C
Louisiana,West South Central,4590241,"Doyline, Louisiana",1166854021,GA
Louisiana,West South Central,4590241,"Dry Prong, Louisiana",1168276362,C
Louisiana,West South Central,4590241,"Dubach, Louisiana",1166067080,C
Louisiana,West South Central,4590241,"Dubberly, Louisiana",1167002201,C
Louisiana,West South Central,4590241,"Duson, Louisiana",1169969251,C
Louisiana,West South Central,4590241,"East Hodge, Louisiana",1166990830,Start
Louisiana,West South Central,4590241,"Edgefield, Louisiana",1166992357,Start
Louisiana,West South Central,4590241,"Elizabeth, Louisiana",1175153796,C
Louisiana,West South Central,4590241,"Elton, Louisiana",1175603581,Start
Louisiana,West South Central,4590241,"Epps, Louisiana",1154798181,Start
Louisiana,West South Central,4590241,"Erath, Louisiana",1177309328,C
Louisiana,West South Central,4590241,"Eros, Louisiana",1166067799,C
Louisiana,West South Central,4590241,"Estherwood, Louisiana",1166996453,C
Louisiana,West South Central,4590241,"Eunice, Louisiana",1167572203,C
Louisiana,West South Central,4590241,"Evergreen, Louisiana",1166067937,C
Louisiana,West South Central,4590241,"Farmerville, Louisiana",1166068085,C
Louisiana,West South Central,4590241,"Fenton, Louisiana",1167014590,C
Louisiana,West South Central,4590241,"Ferriday, Louisiana",1173732406,C
Louisiana,West South Central,4590241,"Fisher, Louisiana",1167146612,C
Louisiana,West South Central,4590241,"Florien, Louisiana",1167015778,Start
Louisiana,West South Central,4590241,"Folsom, Louisiana",1167015966,C
Louisiana,West South Central,4590241,"Fordoche, Louisiana",1166068431,C
Louisiana,West South Central,4590241,"Forest, Louisiana",1167016347,C
Louisiana,West South Central,4590241,"Forest Hill, Louisiana",1167016236,C
Louisiana,West South Central,4590241,"Franklin, Louisiana",1177366223,C
Louisiana,West South Central,4590241,"Franklinton, Louisiana",1176134740,C
Louisiana,West South Central,4590241,"French Settlement, Louisiana",1169668559,C
Louisiana,West South Central,4590241,"Georgetown, Louisiana",1167020229,C
Louisiana,West South Central,4590241,"Gibsland, Louisiana",1166069248,C
Louisiana,West South Central,4590241,"Gilbert, Louisiana",1167020680,C
Louisiana,West South Central,4590241,"Gilliam, Louisiana",1167020840,C
Louisiana,West South Central,4590241,"Glenmora, Louisiana",1175484085,Start
Louisiana,West South Central,4590241,"Golden Meadow, Louisiana",1169639580,C
Louisiana,West South Central,4590241,"Goldonna, Louisiana",1167125329,C
Louisiana,West South Central,4590241,"Gonzales, Louisiana",1174321242,C
Louisiana,West South Central,4590241,"Grambling, Louisiana",1165748370,C
Louisiana,West South Central,4590241,"Gramercy, Louisiana",1177329824,GA
Louisiana,West South Central,4590241,"Grand Cane, Louisiana",1167126282,C
Louisiana,West South Central,4590241,"Grand Coteau, Louisiana",1166069675,C
Louisiana,West South Central,4590241,"Grand Isle, Louisiana",1177345316,FA
Louisiana,West South Central,4590241,"Grayson, Louisiana",1147839007,C
Louisiana,West South Central,4590241,"Greensburg, Louisiana",1178750788,C
Louisiana,West South Central,4590241,"Greenwood, Louisiana",1167545055,GA
Louisiana,West South Central,4590241,"Gretna, Louisiana",1173511919,GA
Louisiana,West South Central,4590241,"Grosse Tete, Louisiana",573474716,Stub
Louisiana,West South Central,4590241,"Gueydan, Louisiana",1166180188,C
Louisiana,West South Central,4590241,"Hall Summit, Louisiana",1167130218,Start
Louisiana,West South Central,4590241,"Hammond, Louisiana",1177402407,C
Louisiana,West South Central,4590241,"Harahan, Louisiana",1179094275,C
Louisiana,West South Central,4590241,"Harrisonburg, Louisiana",1167133821,GA
Louisiana,West South Central,4590241,"Haughton, Louisiana",1166180709,C
Louisiana,West South Central,4590241,"Haynesville, Louisiana",1169479366,GA
Louisiana,West South Central,4590241,"Heflin, Louisiana",1167135335,C
Louisiana,West South Central,4590241,"Henderson, Louisiana",1177303848,Start
Louisiana,West South Central,4590241,"Hessmer, Louisiana",1167136385,C
Louisiana,West South Central,4590241,"Hodge, Louisiana",1167154154,C
Louisiana,West South Central,4590241,"Homer, Louisiana",1177874509,GA
Louisiana,West South Central,4590241,"Hornbeck, Louisiana",1166181402,GA
Louisiana,West South Central,4590241,"Hosston, Louisiana",1168296601,C
Louisiana,West South Central,4590241,"Houma, Louisiana",1178321605,C
Louisiana,West South Central,4590241,"Ida, Louisiana",1167176803,C
Louisiana,West South Central,4590241,"Independence, Louisiana",1176872506,GA
Louisiana,West South Central,4590241,"Iota, Louisiana",1130530956,C
Louisiana,West South Central,4590241,"Iowa, Louisiana",1167544980,C
Louisiana,West South Central,4590241,"Jackson, Louisiana",1177524151,C
Louisiana,West South Central,4590241,"Jamestown, Louisiana",1167315269,C
Louisiana,West South Central,4590241,"Jeanerette, Louisiana",1177243911,C
Louisiana,West South Central,4590241,"Jean Lafitte, Louisiana",1177319450,GA
Louisiana,West South Central,4590241,"Jena, Louisiana",1167437037,C
Louisiana,West South Central,4590241,"Jennings, Louisiana",1178454311,GA
Louisiana,West South Central,4590241,"Jonesboro, Louisiana",1177981850,C
Louisiana,West South Central,4590241,"Jonesville, Louisiana",1177011312,C
Louisiana,West South Central,4590241,"Junction City, Louisiana",1167287860,Start
Louisiana,West South Central,4590241,"Kaplan, Louisiana",1177305705,C
Louisiana,West South Central,4590241,"Keachi, Louisiana",1166182170,C
Louisiana,West South Central,4590241,"Kenner, Louisiana",1177322149,C
Louisiana,West South Central,4590241,"Kentwood, Louisiana",1169479432,C
Louisiana,West South Central,4590241,"Kilbourne, Louisiana",1167290180,Start
Louisiana,West South Central,4590241,"Killian, Louisiana",1167290259,Start
Louisiana,West South Central,4590241,"Kinder, Louisiana",1169641235,C
Louisiana,West South Central,4590241,"Krotz Springs, Louisiana",1166182630,GA
Louisiana,West South Central,4590241,"Lafayette, Louisiana",1179039907,GA
Louisiana,West South Central,4590241,"Lake Arthur, Louisiana",1169194506,C
Louisiana,West South Central,4590241,"Lake Charles, Louisiana",1179647706,B
Louisiana,West South Central,4590241,"Lake Providence, Louisiana",1166844516,C
Louisiana,West South Central,4590241,"Lecompte, Louisiana",1166205679,C
Louisiana,West South Central,4590241,"Leesville, Louisiana",1172703851,C
Louisiana,West South Central,4590241,"Leonville, Louisiana",1166205810,Start
Louisiana,West South Central,4590241,"Lillie, Louisiana",1167317412,Start
Louisiana,West South Central,4590241,"Lisbon, Louisiana",1167318403,Start
Louisiana,West South Central,4590241,"Livingston, Louisiana",1166206187,C
Louisiana,West South Central,4590241,"Livonia, Louisiana",1166206204,C
Louisiana,West South Central,4590241,"Lockport, Louisiana",1166206227,GA
Louisiana,West South Central,4590241,"Logansport, Louisiana",1164588839,GA
Louisiana,West South Central,4590241,"Longstreet, Louisiana",1167321633,C
Louisiana,West South Central,4590241,"Loreauville, Louisiana",1178254773,C
Louisiana,West South Central,4590241,"Lucky, Louisiana",1167323432,Start
Louisiana,West South Central,4590241,"Lutcher, Louisiana",1177243940,C
Louisiana,West South Central,4590241,"McNary, Louisiana",1167341057,C
Louisiana,West South Central,4590241,"Madisonville, Louisiana",1177247546,C
Louisiana,West South Central,4590241,"Mamou, Louisiana",1168846195,C
Louisiana,West South Central,4590241,"Mandeville, Louisiana",1177390021,GA
Louisiana,West South Central,4590241,"Mangham, Louisiana",1167334017,C
Louisiana,West South Central,4590241,"Mansfield, Louisiana",1177790877,C
Louisiana,West South Central,4590241,"Mansura, Louisiana",1166206790,C
Louisiana,West South Central,4590241,"Many, Louisiana",1166206800,C
Louisiana,West South Central,4590241,"Maringouin, Louisiana",1170056448,C
Louisiana,West South Central,4590241,"Marion, Louisiana",1166206915,C
Louisiana,West South Central,4590241,"Marksville, Louisiana",1173736334,C
Louisiana,West South Central,4590241,"Martin, Louisiana",1167335727,C
Louisiana,West South Central,4590241,"Maurice, Louisiana",1169640565,C
Louisiana,West South Central,4590241,"Melville, Louisiana",1177794115,C
Louisiana,West South Central,4590241,"Mermentau, Louisiana",1168615518,C
Louisiana,West South Central,4590241,"Mer Rouge, Louisiana",1179725764,C
Louisiana,West South Central,4590241,"Merryville, Louisiana",1166207573,Start
Louisiana,West South Central,4590241,"Minden, Louisiana",1172247662,Start
Louisiana,West South Central,4590241,"Monroe, Louisiana",1177414315,GA
Louisiana,West South Central,4590241,"Montgomery, Louisiana",1174301443,C
Louisiana,West South Central,4590241,"Montpelier, Louisiana",1169668424,Start
Louisiana,West South Central,4590241,"Mooringsport, Louisiana",1167346653,C
Louisiana,West South Central,4590241,"Moreauville, Louisiana",1167346919,C
Louisiana,West South Central,4590241,"Morgan City, Louisiana",1179263876,C
Louisiana,West South Central,4590241,"Morganza, Louisiana",1169682567,C
Louisiana,West South Central,4590241,"Morse, Louisiana",1167347377,Start
Louisiana,West South Central,4590241,"Mound, Louisiana",1167347732,C
Louisiana,West South Central,4590241,"Mount Lebanon, Louisiana",1166213779,Start
Louisiana,West South Central,4590241,"Napoleonville, Louisiana",1171061527,C
Louisiana,West South Central,4590241,"Natchez, Louisiana",1177338751,C
Louisiana,West South Central,4590241,"Natchitoches, Louisiana",1174174632,C
Louisiana,West South Central,4590241,"Newellton, Louisiana",1179251942,C
Louisiana,West South Central,4590241,"New Iberia, Louisiana",1177467016,GA
Louisiana,West South Central,4590241,"New Llano, Louisiana",1169418964,C
Louisiana,West South Central,4590241,New Orleans,1179759908,FA
Louisiana,West South Central,4590241,"New Roads, Louisiana",1178583815,C
Louisiana,West South Central,4590241,"Noble, Louisiana",1167409995,Start
Louisiana,West South Central,4590241,"North Hodge, Louisiana",1167410770,C
Louisiana,West South Central,4590241,"Norwood, Louisiana",1167412111,Start
Louisiana,West South Central,4590241,"Oakdale, Louisiana",1165896207,C
Louisiana,West South Central,4590241,"Oak Grove, West Carroll Parish, Louisiana",1166209956,C
Louisiana,West South Central,4590241,"Oak Ridge, Louisiana",1167412853,B
Louisiana,West South Central,4590241,"Oberlin, Louisiana",1166210088,C
Louisiana,West South Central,4590241,"Oil City, Louisiana",1166210260,C
Louisiana,West South Central,4590241,"Olla, Louisiana",1174430777,C
Louisiana,West South Central,4590241,"Opelousas, Louisiana",1176095629,C
Louisiana,West South Central,4590241,"Palmetto, Louisiana",1167456825,Start
Louisiana,West South Central,4590241,"Parks, Louisiana",1177244385,C
Louisiana,West South Central,4590241,"Patterson, Louisiana",1165897345,C
Louisiana,West South Central,4590241,"Pearl River, Louisiana",1177397246,C
Louisiana,West South Central,4590241,"Pine Prairie, Louisiana",1174430807,C
Louisiana,West South Central,4590241,"Pineville, Louisiana",1169268624,C
Louisiana,West South Central,4590241,"Pioneer, Louisiana",1167496387,Start
Louisiana,West South Central,4590241,"Plain Dealing, Louisiana",1174849396,C
Louisiana,West South Central,4590241,"Plaquemine, Louisiana",1177326486,GA
Louisiana,West South Central,4590241,"Plaucheville, Louisiana",1167496865,Start
Louisiana,West South Central,4590241,"Pleasant Hill, Sabine Parish, Louisiana",1167497057,C
Louisiana,West South Central,4590241,"Pollock, Louisiana",1166229178,C
Louisiana,West South Central,4590241,"Ponchatoula, Louisiana",1177248132,C
Louisiana,West South Central,4590241,"Port Allen, Louisiana",1177413805,GA
Louisiana,West South Central,4590241,"Port Barre, Louisiana",1166229223,C
Louisiana,West South Central,4590241,"Port Vincent, Louisiana",1167498676,Start
Louisiana,West South Central,4590241,"Powhatan, Louisiana",1167499566,Start
Louisiana,West South Central,4590241,"Provencal, Louisiana",1167500805,Start
Louisiana,West South Central,4590241,"Quitman, Louisiana",1167502007,C
Louisiana,West South Central,4590241,"Rayne, Louisiana",1177329739,C
Louisiana,West South Central,4590241,"Rayville, Louisiana",1171850729,Start
Louisiana,West South Central,4590241,"Reeves, Louisiana",1167504454,Start
Louisiana,West South Central,4590241,"Richmond, Louisiana",1167505854,C
Louisiana,West South Central,4590241,"Richwood, Louisiana",1166229871,Start
Louisiana,West South Central,4590241,"Ridgecrest, Louisiana",1166229884,Start
Louisiana,West South Central,4590241,"Ringgold, Louisiana",1177334150,GA
Louisiana,West South Central,4590241,"Robeline, Louisiana",1167507181,C
Louisiana,West South Central,4590241,"Rodessa, Louisiana",1167508169,Start
Louisiana,West South Central,4590241,"Rosedale, Louisiana",1167641372,C
Louisiana,West South Central,4590241,"Roseland, Louisiana",1177011398,Start
Louisiana,West South Central,4590241,"Rosepine, Louisiana",1169724568,C
Louisiana,West South Central,4590241,"Ruston, Louisiana",1178945252,B
Louisiana,West South Central,4590241,"St. Francisville, Louisiana",1179368839,C
Louisiana,West South Central,4590241,"St. Gabriel, Louisiana",1177263230,GA
Louisiana,West South Central,4590241,"St. Joseph, Louisiana",1179252540,GA
Louisiana,West South Central,4590241,"St. Martinville, Louisiana",1177293878,C
Louisiana,West South Central,4590241,"Saline, Louisiana",1167667049,C
Louisiana,West South Central,4590241,"Sarepta, Louisiana",1149486700,Start
Louisiana,West South Central,4590241,"Scott, Louisiana",1177270263,C
Louisiana,West South Central,4590241,"Shongaloo, Louisiana",1167671742,C
Louisiana,West South Central,4590241,"Shreveport, Louisiana",1178119037,GA
Louisiana,West South Central,4590241,"Sibley, Louisiana",1166231302,C
Louisiana,West South Central,4590241,"Sicily Island, Louisiana",1167671927,C
Louisiana,West South Central,4590241,"Sikes, Louisiana",1173070906,Start
Louisiana,West South Central,4590241,"Simmesport, Louisiana",1177011434,C
Louisiana,West South Central,4590241,"Simpson, Louisiana",1167672449,C
Louisiana,West South Central,4590241,"Simsboro, Louisiana",1168566394,C
Louisiana,West South Central,4590241,"Slaughter, Louisiana",1177484836,C
Louisiana,West South Central,4590241,"Slidell, Louisiana",1177405020,C
Louisiana,West South Central,4590241,"Sorrento, Louisiana",1169640662,Start
Louisiana,West South Central,4590241,"South Mansfield, Louisiana",1167674727,C
Louisiana,West South Central,4590241,"Spearsville, Louisiana",1167675447,Start
Louisiana,West South Central,4590241,"Springfield, Louisiana",1179669627,C
Louisiana,West South Central,4590241,"Springhill, Louisiana",1177793983,C
Louisiana,West South Central,4590241,"Stanley, Louisiana",1167677241,C
Louisiana,West South Central,4590241,"Sterlington, Louisiana",1166330459,C
Louisiana,West South Central,4590241,"Stonewall, Louisiana",1153652905,C
Louisiana,West South Central,4590241,"Sulphur, Louisiana",1173474516,C
Louisiana,West South Central,4590241,"Sun, Louisiana",1167679626,C
Louisiana,West South Central,4590241,"Sunset, Louisiana",1166330897,C
Louisiana,West South Central,4590241,"Tallulah, Louisiana",1165903666,GA
Louisiana,West South Central,4590241,"Tangipahoa, Louisiana",1167680983,C
Louisiana,West South Central,4590241,"Thibodaux, Louisiana",1176703275,GA
Louisiana,West South Central,4590241,"Tickfaw, Louisiana",1167682838,Start
Louisiana,West South Central,4590241,"Tullos, Louisiana",1166331729,C
Louisiana,West South Central,4590241,"Turkey Creek, Louisiana",1167686186,Start
Louisiana,West South Central,4590241,"Urania, Louisiana",1166331962,Start
Louisiana,West South Central,4590241,"Varnado, Louisiana",1167742341,Start
Louisiana,West South Central,4590241,"Vidalia, Louisiana",1165906232,C
Louisiana,West South Central,4590241,"Vienna, Louisiana",1166332187,C
Louisiana,West South Central,4590241,"Ville Platte, Louisiana",1165906273,GA
Louisiana,West South Central,4590241,"Vinton, Louisiana",1179094267,C
Louisiana,West South Central,4590241,"Vivian, Louisiana",1167723943,C
Louisiana,West South Central,4590241,"Walker, Louisiana",1165906474,GA
Louisiana,West South Central,4590241,"Washington, Louisiana",1176021384,GA
Louisiana,West South Central,4590241,"Waterproof, Louisiana",1179252695,GA
Louisiana,West South Central,4590241,"Welsh, Louisiana",1169920111,Start
Louisiana,West South Central,4590241,"Westlake, Louisiana",1173481706,C
Louisiana,West South Central,4590241,"West Monroe, Louisiana",1178190602,C
Louisiana,West South Central,4590241,"Westwego, Louisiana",1178526041,GA
Louisiana,West South Central,4590241,"White Castle, Louisiana",1177388324,C
Louisiana,West South Central,4590241,"Wilson, Louisiana",1167842670,Start
Louisiana,West South Central,4590241,"Winnfield, Louisiana",1175903791,C
Louisiana,West South Central,4590241,"Winnsboro, Louisiana",1165908055,C
Louisiana,West South Central,4590241,"Wisner, Louisiana",1166334171,C
Louisiana,West South Central,4590241,"Woodworth, Louisiana",1169640383,C
Louisiana,West South Central,4590241,"Youngsville, Louisiana",1177390131,GA
Louisiana,West South Central,4590241,"Zachary, Louisiana",1177385622,GA
Louisiana,West South Central,4590241,"Zwolle, Louisiana",1164131770,C
Maine,New England,1385340,"Abbot, Maine",1171169435,Start
Maine,New England,1385340,"Acton, Maine",1175249481,C
Maine,New England,1385340,"Addison, Maine",1168360008,C
Maine,New England,1385340,"Albion, Maine",1165909611,C
Maine,New England,1385340,"Alexander, Maine",1170293819,Start
Maine,New England,1385340,"Alfred, Maine",1159978367,C
Maine,New England,1385340,"Allagash, Maine",1164604474,C
Maine,New England,1385340,"Alna, Maine",1174508448,C
Maine,New England,1385340,"Alton, Maine",1176947176,Start
Maine,New England,1385340,"Amherst, Maine",1174508467,C
Maine,New England,1385340,"Amity, Maine",1165909945,GA
Maine,New England,1385340,"Andover, Maine",1178670847,C
Maine,New England,1385340,"Anson, Maine",1174508529,C
Maine,New England,1385340,"Appleton, Maine",1175304114,C
Maine,New England,1385340,"Arrowsic, Maine",1157845402,C
Maine,New England,1385340,"Arundel, Maine",1167582262,C
Maine,New England,1385340,"Ashland, Maine",1166014624,GA
Maine,New England,1385340,"Athens, Maine",1166014679,C
Maine,New England,1385340,"Auburn, Maine",1176701303,C
Maine,New England,1385340,"Augusta, Maine",1179235554,GA
Maine,New England,1385340,"Aurora, Maine",1174508655,Start
Maine,New England,1385340,"Avon, Maine",1174508681,C
Maine,New England,1385340,"Baileyville, Maine",1174508713,C
Maine,New England,1385340,"Baldwin, Maine",1176707645,C
Maine,New England,1385340,"Bangor, Maine",1177060807,GA
Maine,New England,1385340,"Bar Harbor, Maine",1177199012,GA
Maine,New England,1385340,"Baring Plantation, Maine",1116692491,Start
Maine,New England,1385340,"Bath, Maine",1177124130,C
Maine,New England,1385340,"Beals, Maine",1166015178,Start
Maine,New England,1385340,"Beaver Cove, Maine",1178363376,Start
Maine,New England,1385340,"Beddington, Maine",1178364704,Start
Maine,New England,1385340,"Belfast, Maine",1178344859,C
Maine,New England,1385340,"Belgrade, Maine",1179493769,C
Maine,New England,1385340,"Belmont, Maine",1166015358,Start
Maine,New England,1385340,"Benton, Maine",1178752016,Start
Maine,New England,1385340,"Berwick, Maine",1163121731,C
Maine,New England,1385340,"Bethel, Maine",1175379508,C
Maine,New England,1385340,"Biddeford, Maine",1179427727,GA
Maine,New England,1385340,"Bingham, Maine",1174508835,GA
Maine,New England,1385340,"Blaine, Maine",1174508941,C
Maine,New England,1385340,"Blue Hill, Maine",1174508976,C
Maine,New England,1385340,"Boothbay, Maine",1171733474,C
Maine,New England,1385340,"Boothbay Harbor, Maine",1171733345,C
Maine,New England,1385340,"Bowdoin, Maine",1174509001,C
Maine,New England,1385340,"Bowdoinham, Maine",1166016065,C
Maine,New England,1385340,"Bowerbank, Maine",1174509018,Start
Maine,New England,1385340,"Bradford, Maine",1174509028,C
Maine,New England,1385340,"Bradley, Maine",1166016143,Start
Maine,New England,1385340,"Bremen, Maine",1166016226,C
Maine,New England,1385340,"Brewer, Maine",1165537004,GA
Maine,New England,1385340,"Bridgewater, Maine",1174509111,C
Maine,New England,1385340,"Bridgton, Maine",1167492887,C
Maine,New England,1385340,"Brighton Plantation, Maine",1174509205,Start
Maine,New England,1385340,"Bristol, Maine",1170895430,C
Maine,New England,1385340,"Brooklin, Maine",1178507123,C
Maine,New England,1385340,"Brooks, Maine",1174509239,Start
Maine,New England,1385340,"Brooksville, Maine",1166928437,C
Maine,New England,1385340,"Brownfield, Maine",1177210335,C
Maine,New England,1385340,"Brownville, Maine",1177501989,C
Maine,New England,1385340,"Brunswick, Maine",1177489899,C
Maine,New England,1385340,"Buckfield, Maine",1174681280,C
Maine,New England,1385340,"Bucksport, Maine",1155864013,C
Maine,New England,1385340,"Burlington, Maine",1174509336,C
Maine,New England,1385340,"Burnham, Maine",1174509357,Start
Maine,New England,1385340,"Buxton, Maine",1164575992,GA
Maine,New England,1385340,"Byron, Maine",1174509366,C
Maine,New England,1385340,"Calais, Maine",1169372673,C
Maine,New England,1385340,"Cambridge, Maine",1174509381,Start
Maine,New England,1385340,"Camden, Maine",1178427604,C
Maine,New England,1385340,"Canaan, Maine",1174509407,Start
Maine,New England,1385340,"Canton, Maine",1174509438,C
Maine,New England,1385340,"Cape Elizabeth, Maine",1172706879,C
Maine,New England,1385340,"Caratunk, Maine",1157073815,GA
Maine,New England,1385340,"Caribou, Maine",1175503554,C
Maine,New England,1385340,"Carmel, Maine",1166017291,C
Maine,New England,1385340,"Carrabassett Valley, Maine",1174509456,Start
Maine,New England,1385340,"Carroll Plantation, Maine",1174509508,Start
Maine,New England,1385340,"Carthage, Maine",1174509542,C
Maine,New England,1385340,"Casco, Maine",1166017394,C
Maine,New England,1385340,"Castine, Maine",1166017420,C
Maine,New England,1385340,"Castle Hill, Maine",1175601537,Start
Maine,New England,1385340,"Caswell, Maine",1174509669,Start
Maine,New England,1385340,"Chapman, Maine",1174509749,Start
Maine,New England,1385340,"Charleston, Maine",1174509761,C
Maine,New England,1385340,"Charlotte, Maine",1174509782,Start
Maine,New England,1385340,"Chebeague Island, Maine",1179338133,Stub
Maine,New England,1385340,"Chelsea, Maine",1166017723,C
Maine,New England,1385340,"Cherryfield, Maine",1174509807,C
Maine,New England,1385340,"Chester, Maine",1175424576,Start
Maine,New England,1385340,"Chesterville, Maine",1166017837,Start
Maine,New England,1385340,"China, Maine",1179295350,C
Maine,New England,1385340,"Clifton, Maine",1174509845,Start
Maine,New England,1385340,"Clinton, Maine",1157724738,C
Maine,New England,1385340,"Columbia, Maine",1174509914,C
Maine,New England,1385340,"Columbia Falls, Maine",1174509903,C
Maine,New England,1385340,"Cooper, Maine",1174509958,Start
Maine,New England,1385340,"Coplin Plantation, Maine",1178264810,Start
Maine,New England,1385340,"Corinna, Maine",1174510003,C
Maine,New England,1385340,"Corinth, Maine",1166018827,C
Maine,New England,1385340,"Cornish, Maine",1166018855,C
Maine,New England,1385340,"Cornville, Maine",1174510020,Start
Maine,New England,1385340,"Cranberry Isles, Maine",1166019043,Start
Maine,New England,1385340,"Crawford, Maine",1174510039,Start
Maine,New England,1385340,"Crystal, Maine",1114983838,Start
Maine,New England,1385340,"Cumberland, Maine",1166066239,C
Maine,New England,1385340,"Cushing, Maine",1166066258,C
Maine,New England,1385340,"Cutler, Maine",1174510065,C
Maine,New England,1385340,"Cyr Plantation, Maine",1178265181,Start
Maine,New England,1385340,"Dallas Plantation, Maine",1178265379,Start
Maine,New England,1385340,"Damariscotta, Maine",1166066337,C
Maine,New England,1385340,"Danforth, Maine",1155334199,Start
Maine,New England,1385340,"Dayton, Maine",1166066490,C
Maine,New England,1385340,"Deblois, Maine",1174510114,Start
Maine,New England,1385340,"Dedham, Maine",1166066540,C
Maine,New England,1385340,"Deer Isle, Maine",1168734367,GA
Maine,New England,1385340,"Denmark, Maine",1166066714,C
Maine,New England,1385340,"Dennistown, Maine",1174510122,Start
Maine,New England,1385340,"Dennysville, Maine",1166066723,Start
Maine,New England,1385340,"Detroit, Maine",1174510146,Start
Maine,New England,1385340,"Dexter, Maine",1166066797,C
Maine,New England,1385340,"Dixfield, Maine",1162921623,C
Maine,New England,1385340,"Dixmont, Maine",1174510167,C
Maine,New England,1385340,"Dover-Foxcroft, Maine",1168232602,GA
Maine,New England,1385340,"Dresden, Maine",1174510182,C
Maine,New England,1385340,"Drew Plantation, Maine",1175674164,Stub
Maine,New England,1385340,"Durham, Maine",1166067164,C
Maine,New England,1385340,"Dyer Brook, Maine",1174510207,Start
